"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Burkina Faso","BFA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.94393922475686","9.30638470843529","10.179532584478","10.2043369788626","11.2753125531784","12.3129823081145","10.761506058922","11.2287831746703","10.5945968597121","11.0358957782752","12.9214457539664","12.3336649866679","12.8787351779888","13.1974934417641","14.7098212612735","18.4897905554418","17.1870329343652","18.2652888121818","",
"Bangladesh","BGD","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85279247057531","7.88712372772849","7.83605027787651","7.60497659759871","8.1426283401405","8.33493730155715","8.66279314084748","9.42878117115452","9.87158360325856","9.26625106718959","9.84388457755423","9.63853873257843","9.50711961152747","9.50443649145954","9.00588487034226","9.41891628073041","","","","",
"Bulgaria","BGR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5154855851211","39.3728813559322","39.5488047808765","43.683506189361","43.7151826484018","","","","","","","","","","","31.4727200378568","29.646050483547","32.8454276731076","31.8928972747511","33.8600331909184","31.8489914348273","30.022625399198","31.0926582207308","33.2615372976706","38.1191632760791","34.7072807442347","32.2838973247196","32.1891242171558","32.6902618178281","","",
"Bahrain","BHR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","21.3884811328901","21.9955518061201","26.4006419608987","29.6567929364853","29.0228123935989","30.631417959362","36.5077982051059","27.5050985969185","27.3543567272466","27.7483306945687","27.1189637826962","25.3384801521","26.7129422301836","26.6915562829233","26.0437553241733","24.2884434067675","22.9743286830113","23.495160914206","24.8634467334738","24.9889546089156","20.7445013425675","21.7389372009304","24.1325585779394","21.8004721274312","20.1761162998588","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6108654453569","17.4629398680878","18.0829848825989","17.4320827943079","17.1371586376189","17.3694954797317","18.2571349404267","11.2387956464888","10.7095483534849","10.3294303521533","10.2594326481743","10.4233916778775","10.3894085907697","11.2625689254562","11.278457122853","11.3576991114455","11.6635471735228","11.8675423842145","12.77773133194","14.2433449943698","15.3934154965055","16.5592966586399","16.3548181649177","16.1067236624276","15.8356161729184","16.2429680494928","17.8157144342541","19.6693446037452","17.1136068683238","18.0633561139423","",
"Bosnia and Herzegovina","BIH","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6172729026338","33.9930338474708","36.0736125775401","37.8310007459561","39.8245485260411","39.1633455142932","38.1186179452594","39.0326694266153","37.3655580614393","39.9462725386932","36.91188274501","35.3219267006326","34.3505832762342","35.0127443148445","34.5240624043267","",
"Belarus","BLR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6304347826087","36.3654822335025","29.9409880290002","28.7417114898314","27.723455606003","27.2144044925442","25.9043438755499","27.0587667676559","25.3401651010532","26.8710548994946","24.6783838275634","28.2128169988623","29.2698762597066","30.250762674224","32.4134847792902","34.6577822535411","33.9503611411595","31.7738362587998","30.2074804270194","25.4492994190304","27.6224227639515","28.2546964798114","27.410400205909","28.110499205426","29.4170537971155","29.3216054007539","28.1637805187554","28.5883479992147","",
"Belize","BLZ","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6627659684341","16.951086721274","18.2011829823961","19.7222345970248","21.0865170683646","18.6389919727186","18.695960322485","19.3057288864103","19.2194615982293","19.874310089997","17.8692970043236","19.4666092080458","19.0356556567989","21.5556889286148","25.5849756898733","24.8839324531104","25.6377866021577","24.0752572158178","23.4523374530841","25.3933881000243","25.0448547502123","24.955642337172","23.0669504430126","24.3070348118352","24.929684013273","26.2615362269837","26.6248043072754","27.2428313780792","","","",
"Bermuda","BMU","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9746012267197","12.2360569618786","11.6792374253852","13.0645366367137","14.1920656529865","14.528441373589","17.5620012095936","20.3773920315284","18.9761003826049","17.7068002917195","18.8322627750955","19.6888540559611","19.6762971578986","20.5041201881171","20.5536490449212","24.2449167486935","28.7844352060692","28.2076377036326","27.2111987638891","25.9831531907592","23.938039331039","21.8110434484821","","","","","","","","","","","","","",
"Brazil","BRA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.837674179644","31.3265453270849","30.7871403903326","30.8540683044207","32.0766630529606","36.9230137555777","36.4596410542663","36.2488069768359","35.4340802398158","34.7350733713031","",
"Barbados","BRB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.98426546191","25.7947452460444","28.1038131576123","26.8961464973325","29.2572374946513","30.8985411598746","33.9889768223043","34.3524911147903","32.2721692431562","35.5175828633406","35.5182271969211","33.4505895666986","35.2913405302227","33.8246475155279","","","","",
"Brunei Darussalam","BRN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","15.9272888171837","14.4767214332833","16.8474733069841","21.8599144596344","17.5249458365282","","22.1052657552395","21.3313652955964","21.4239137889248","20.4451090360374","18.99815954426","18.4597117806252","20.352326778682","21.0312912513236","24.3369737343369","20.3876360655992","17.8380164072408","18.9884963075733","19.8501566639474","20.8371156688984","19.0654605492434","19.0972156569528","17.4875607385925","20.2993281163916","19.7995280256013","18.8212941086102","23.1251394828451","23.86799607961","22.2296887207665","22.3893699558757","20.9224369861204","20.6252335047624","18.6576264888817","19.5580899635546","19.2337921829538","18.6342176449303","20.4185319013861","","",
"Botswana","BWA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6816025863719","27.8405419816203","30.4987482710136","32.6279809985908","29.0775365994438","30.6240563663815","28.9626370625942","","","","","","","","","","28.7005065618311","30.090572375354","35.0511965317378","38.608109273956","33.1241808781327","29.3186624199015","30.4844010069283","28.2394019164035","27.7328216905313","29.3151684106963","25.8161516572751","26.0514699339513","26.523882513539","26.2337784297341","",
"Central African Republic","CAF","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66162851275332","","","","11.0060729405559","15.8641793874006","16.3366647703798","13.4640903708419","8.18447190574619","","8.27197400077813","9.30655844158761","9.02134552692702","8.67679860120799","10.1233533419528","","",
"Canada","CAN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1874062946881","25.4577384723412","25.6199905309775","25.2170269457218","23.8232213267267","23.5052287589584","22.4184181754749","20.3710462622465","20.1743893660975","19.7560910273366","18.7745182688509","18.7110049059225","17.963084125068","18.0373335713637","17.2659172104417","17.8239879344923","17.0276912468077","16.9627803202211","17.0833534495245","18.85417104193","19.0847071449408","17.8502680006291","17.5175199279774","17.0848821579089","16.4020498301416","17.0597786823228","17.498604071126","17.6065954076372","17.5679285468418","18.1100890115255","",
"Central Europe and the Baltics","CEB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1599232525162","41.5137658831243","42.2142734159923","38.895932659802","38.5403655404187","38.6126856868224","38.2208507436324","38.5657386225299","38.6012173597011","38.5869640132734","36.6757565256951","36.0523166586228","35.7239199401413","35.0122559311814","35.6311823901031","38.1692034566694","37.8819712470699","37.0757776307925","36.8829877024541","37.3005774247985","36.837592465357","36.1538950079395","35.8982679086241","35.0388173436249","34.7644844929386","35.3535250555828","",
"Switzerland","CHE","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","16.6432425195171","15.9841094657801","16.7173603794444","17.1327374582111","17.2184968077076","","","","","","14.0205249882448","15.0715046766351","16.3746100648391","17.5641371651228","17.6605817619976","17.6026699393401","18.2811557748766","18.5046168491871","18.4972112526271","19.1722043069301","18.4795644561644","17.4858237204281","19.4320266922371","18.2966003992254","18.1026122154065","17.7313842671291","16.8119452596918","16.2621178880321","15.7537458101817","16.7939573357879","16.5867457019204","16.49245025072","16.3844402850357","16.6389153858586","16.5472062775245","16.8739685808805","17.0519338244866","16.9856421713259","16.4776900547927","16.6001111438763","",
"Channel Islands","CHI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","32.4465422936623","26.5455239559666","24.0386426487812","27.7086862739494","25.666460222327","27.2109997708235","26.9594755853555","24.1335835220153","24.2089658591635","25.4523928844232","30.7288709072223","29.0682516758894","29.7165246987441","25.7384403629365","24.0379731474228","21.0900585059265","19.2505883112137","17.709361941282","16.8206083009277","17.1281093901954","16.5937367512206","16.5982582388316","15.9816395623987","15.1241569227677","15.8463017596723","16.009994242811","17.3146350800166","18.8191347290839","20.2392826515555","20.2089097162334","20.2534198077352","19.5575561729098","18.1842383191621","17.120017478715","15.7894313917145","15.9452966520302","18.4136851266775","21.19070533884","20.0757541716508","19.4151306397464","19.9288490425388","20.1132427703431","20.5850705634766","21.5086500898221","22.0260159680136","22.2932311335414","22.4531213888253","23.0856201014198","",
"China","CHN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4463683567881","13.2187234513297","14.2948642578035","14.3285773418437","14.8062169910301","13.8387702156059","15.0522629214744","15.4396554584976","14.5676276878789","14.9026473049333","13.8745781453017","15.342044057325","13.5782903255191","12.7293037156686","13.4546990067876","13.5241055689207","15.2149816886248","14.866856295389","14.0562413476335","",
"Cameroon","CMR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5567883473176","15.8089333568311","14.9294278084384","11.0297144954726","9.72925514595541","9.61562648594296","","","10.557287599515","11.2390388758958","","","","","","","","","","","","","13.2138584486133","13.4836008129512","13.3737987457744","12.9360163216716","12.3268026333433","10.8547845195405","11.7433213688259","","",
"Congo, Dem. Rep.","COD","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","12.124033244138","11.5901892593452","13.6437081431547","11.9323623864774","13.1735758225748","10.1674077302381","10.0455197515309","9.85715355211881","10.2221117241477","11.3727772587959","11.0193647905006","","","","","","17.7438265986595","11.4983137708527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5105209197871","26.7993728918238","19.5450880992224","28.6715434638814","21.4522262166708","17.7624189060981","18.4733774881069","15.3037325843748","13.8794708891962","10.7590345834017","10.1766500054625","11.6546669888328","10.8769536250591","12.7693252988698","15.5780533047948","17.7695869864264","17.0799303880913","18.4381634327242","","",
"Colombia","COL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3166066677647","22.1201943516985","16.9331428734368","","","27.622281719396","","","","","24.5684126038182","24.7300721329255","25.4043842590891","24.2247402762094","25.0329863002189","33.2851931387089","30.1625917691369","26.8156770552217","28.6308350994839","27.5049639074473","30.3269550414144","30.9007298826854","",
"Comoros","COM","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.242720873769","29.609811596401","24.8295177921221","22.9336869711538","25.2952732881707","25.595227367055","26.1947410165275","25.1242041736301","25.0065920028377","26.4930661736165","28.4671181084216","28.1452448238732","28.4248291128302","","","",
"Costa Rica","CRI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","15.5475083095774","15.0578479767084","16.3050594260206","16.3477722532841","16.1408548982909","20.5339492502451","21.2812709554376","21.5913340673807","18.0902127387128","16.6247715415639","20.9722071856102","20.0232009025163","19.5079016854302","24.2558884707678","25.5611467757388","23.2142019792831","24.3595664537191","24.2498822315247","18.4180042787202","17.7816496000967","19.3634469577957","23.0019016734632","21.5413238450435","22.4914149412106","21.3945642221","21.0617909673506","22.1236971337569","22.0341229074754","22.7586749018497","24.5949165130501","23.6218984320408","22.5253860097279","22.6463628110638","21.6012303285134","21.1608078593404","21.6689393887611","24.7449925071916","25.6136283336954","25.3785207083222","25.944683160715","26.5177395774488","26.7358581094094","28.5548940715519","27.1467334171331","25.3967283752901","28.9583029542728","29.8544522262495","",
"Caribbean small states","CSS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0224456620604","23.2811782879148","23.0977860649359","22.904369257277","22.4223373487897","25.5274242851792","23.555991936469","25.4636491363803","30.2074345955358","27.5705900129515","25.9777474993608","27.1794068438603","26.8580294348996","27.8211786611097","29.3256140251225","29.4292341953968","29.1629502178827","27.3454820675554","","",
"Cuba","CUB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","30.2140057477228","25.8820015641889","23.3443620610117","23.7433374485356","22.500793647279","24.510061362583","25.7294514126567","26.7528542007549","30.5427986773838","26.6561970509267","27.2001064053983","25.2695363248754","27.3733296128535","27.7027900454485","27.4752965005069","50.4016366456296","51.9479482041439","50.6985863799203","50.1847870688582","50.9739548168824","46.7053639563547","48.6874922523475","51.0329534321667","54.5445714977583","53.6358611250557","54.3060469276375","55.6688825498211","58.1126958060601","63.5792987252133","61.1222309793349","63.2176398516886","62.3030135929911","60.9703987688123","62.3693882591249","39.0254757933298","39.0742409031563","40.20798228231","41.362029922981","42.4379772410808","48.9869255940895","39.6002920829778","36.3382611332461","35.3496348933398","39.2425395735811","38.4582940727779","",
"Czech Republic","CZE","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9945961573864","30.4832814490919","47.2649354196501","37.5059245430517","35.0829315117421","35.9626434649712","34.8137558073008","33.5883876596674","36.6830856654541","37.0092033317205","38.2850850660822","34.6353135726179","33.478623849944","32.6028263201167","32.3566866768596","32.0802600139505","35.0403609217261","34.9873399334313","34.9337804994827","36.608882754141","34.7340247962072","34.4712071473706","33.2582980245074","32.8355368174225","31.8073908236043","32.2173184476303","32.7768118765552","",
"Germany","DEU","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","20.168543460356","20.5858674907621","22.1940099457262","24.482163205417","24.6418565541539","24.7172514407512","24.7065943213197","24.2525281690753","25.3845442988561","26.1708434390865","26.4121038787853","25.9927747265556","26.1967568875853","25.7655772478337","25.3453659096047","25.7569388002638","25.545752066249","24.5573262887848","24.6856870424495","31.0856350107201","31.30671069175","31.8064527183318","31.8936350468695","38.3255129023915","32.4507905776057","31.8927160084644","31.7022269437357","31.6223512731369","31.3132203936295","30.7393649829232","31.1779156733936","31.5756227476408","30.3906705797076","30.4945571185722","29.1920187163533","28.0020803744674","28.2725241410726","31.0460680451235","31.3667134612385","28.8749832934852","28.4938677234993","28.5460010315329","28.0521822895851","27.9881897309479","27.902920178388","28.1394906529728","27.9936003050879","28.5275075745495","",
"Djibouti","DJI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","29.078572524098","26.8115542027111","30.1698577641179","31.024529724692","29.9757364017471","30.4515069213061","31.3683033067451","32.8700843250673","35.9794570496622","38.049103905296","39.1518214901023","39.6594617730869","39.1626412208182","37.4782786755059","35.1359951817149","34.9896290019194","36.512720384377","36.8372293601967","37.0039568823522","36.5903919844332","37.5756956679134","40.2883841989514","40.7075913508083","42.3242049497383","40.9902840653873","39.3294163759294","38.9756196750928","38.1758420989158","36.7934107533369","36.6254755765814","36.6384893476224","37.0814365888419","36.8121318883923","34.8998439246717","33.2287477094202","36.0667508169168","36.760980329934","41.9424059218607","42.2686056002143","42.3863047125002","43.523694932766","41.4137695541439","40.9107774305507","40.4442008479026","38.3836154110677","37.0221526730792","36.7952367859054","35.6834365070939","",
